Var_1,Var_2,Var_3,Var_4,Var_5,Var_6,grupo_real_id,grupo_real_nombre,cluster_asignado,grupo_predicho
-4.449638510847286,11.256072228535844,0.8577863120687685,3.7843572770041707,-9.773179028104932,8.26904835284083,1,Grupo_1,2,Grupo_1
3.0398421605840236,-6.960492385085772,-6.570288215599221,-5.724180483779577,-1.5368895300605372,1.8123734418092414,2,Grupo_2,1,Grupo_2
0.20286185702981618,-4.733596167122435,1.4689423302932612,-3.7873863300520343,-4.4039092654348195,-0.6067073236467504,3,Grupo_3,3,Grupo_3
-11.034135449585357,6.37850316795316,2.6009150411781063,5.777675400235335,-10.127479207953032,7.215794317105635,1,Grupo_1,2,Grupo_1
6.727581721663425,-4.028033595592945,-3.6442245904633226,-4.6028633651278525,-3.2323590550751353,-2.0004020136337557,2,Grupo_2,1,Grupo_2
-10.876766827426312,4.657935585750641,7.334228742406579,7.489799210891917,-4.787391358723298,6.340959494350976,1,Grupo_1,2,Grupo_1
2.3258955922498847,-0.8709243302107001,-6.516244425872658,-8.203909292981457,-2.873151204601461,3.4129306026530006,2,Grupo_2,1,Grupo_2
0.7027736663251147,-5.2715889548144155,-5.450015051045136,-6.429815091538222,-5.55148906830502,-4.628657657826055,2,Grupo_2,1,Grupo_2
1.124647439561373,-3.5385893525886374,1.914864447725706,-8.482857300238086,-2.943707260412662,-4.795525261601725,3,Grupo_3,3,Grupo_3
-5.537127446254703,10.841196425864633,4.675561505819187,-0.41167886455088,-7.897217973468221,-5.164313450884195,0,Grupo_0,0,Grupo_0
-4.863730311184301,8.758700967733706,5.521286847728659,0.8061321847081211,-13.002870502622548,9.025773768821644,1,Grupo_1,2,Grupo_1
-11.77731427069814,5.085848309807192,3.5153707804976375,1.790581545360407,-8.430294383836143,5.980352527089272,1,Grupo_1,2,Grupo_1
-4.5897377991142365,6.319035348144619,3.7257060513024394,1.2772208525712627,-7.701476868914428,9.896757008206803,1,Grupo_1,2,Grupo_1
7.924163719133623,-7.3766298354691795,-5.6254192182564795,-6.927493990570367,-4.941451347633571,5.042374963145569,2,Grupo_2,1,Grupo_2
-11.74278736641692,6.615675673639285,1.27015086701211,1.1377592173738957,-8.615863290703492,10.026881065591166,1,Grupo_1,2,Grupo_1
0.18480178849147721,-0.536415997895916,4.816192330885528,-10.732420543685475,-3.0448672917709265,-0.5459646479745488,3,Grupo_3,3,Grupo_3
10.166189680737812,-6.963514022896521,-3.975327562839974,-6.428767040405181,-5.436032052507589,1.9764544009391607,2,Grupo_2,1,Grupo_2
-3.2498468349925584,-4.430383832523356,5.85441826041504,-8.862208376484528,-8.08958017197779,-5.304131113801442,3,Grupo_3,3,Grupo_3
10.279147063964837,-5.717844624020081,-7.854529175780186,-7.07986423399991,-1.8928569673274471,-0.9660095969813383,2,Grupo_2,1,Grupo_2
-6.1371368481816475,8.984063758583185,1.5088952251953036,2.8822493905031514,-4.662408715908019,-7.93201407747858,0,Grupo_0,0,Grupo_0
1.5499297241804904,-1.8612253017544877,2.3228913658696784,-8.116370294164334,-1.7883272578567189,-0.9860256896046162,3,Grupo_3,3,Grupo_3
7.984765062599394,-5.525483770794694,-8.492350605306285,-6.316226912470278,-7.743993428918353,3.3707971223904973,2,Grupo_2,1,Grupo_2
-1.15554080254078,10.912174028954938,3.198602834411303,-4.504436046421542,-8.245238311782478,-5.9005995797695805,0,Grupo_0,0,Grupo_0
-7.0997110558109915,10.28426444547968,1.8814623207934176,-3.409056798440475,-5.90818067982386,-0.64761079969397,0,Grupo_0,0,Grupo_0
-4.597054877127808,14.238132932435255,0.6207262684329544,2.435021131180043,-1.8206116430771715,-6.863109981875952,0,Grupo_0,0,Grupo_0
-4.593905253170111,-3.965735941636827,-0.4639604287486643,-10.153664050082384,-5.216333821572327,-3.8956535720867063,3,Grupo_3,3,Grupo_3
-1.0761729568382543,-6.15906652074784,-0.07565365674899827,-8.335627516123772,-3.972448443268436,0.31120320456448924,3,Grupo_3,3,Grupo_3
-9.283122446147006,5.041495617257421,0.9787242798905951,5.021586359829575,-8.717455765968634,7.153621877175812,1,Grupo_1,2,Grupo_1
3.8617973476274,-2.7609404145310963,-7.855737617687916,-10.518083454064437,-4.187713690717905,0.5810669052109074,2,Grupo_2,1,Grupo_2
-5.749863598919254,-3.040654122435793,0.022773394948365056,-8.77220933304537,-6.910323253895207,-0.8423850689893273,3,Grupo_3,3,Grupo_3
-6.862398016506732,8.173651151920929,3.448832727913003,6.581913207253061,-10.416581072042257,7.86760520697051,1,Grupo_1,2,Grupo_1
4.195537974714774,-9.265260146253244,-6.095480750757654,-7.129025691668152,-2.3490684596743847,0.295357500988383,2,Grupo_2,1,Grupo_2
-2.6182715113350747,-1.228252353446814,5.514963635956631,-5.049947831611796,-3.3917706465387485,-3.2504119762284125,3,Grupo_3,3,Grupo_3
-5.1434036709186355,6.344778824250339,7.015647816162041,6.249703115395545,-7.140750237494949,-7.302163901250974,0,Grupo_0,0,Grupo_0
7.62687613410192,-4.298763359863571,-6.404058449847841,-3.4398253503388516,-2.9216625821611597,-1.3735105022507734,2,Grupo_2,1,Grupo_2
-9.716863345920341,11.232056312578973,-0.02377142999082782,7.992370867616199,-8.338649804733024,5.899931606235032,1,Grupo_1,2,Grupo_1
-8.385670899708305,10.581718008788862,3.487714735846134,3.130417010379708,-8.945312688194132,8.796534106914354,1,Grupo_1,2,Grupo_1
2.2735009656470266,-5.375328802819684,0.43313518859751676,-6.862982705881962,-2.0783598619664816,-0.6775355124722617,3,Grupo_3,3,Grupo_3
-3.600162349369172,8.740261618383744,4.418971438214763,1.0481421092354126,-7.526617347819026,-2.8834916670141544,0,Grupo_0,0,Grupo_0
-4.327040562614922,8.39548953931956,4.453795263477986,3.524849927817427,-6.435374688818135,-10.2184704900512,0,Grupo_0,0,Grupo_0
-2.6253529649387817,7.985461192943652,5.210777079861712,3.782165471977836,-8.254912002320328,11.496868304535898,1,Grupo_1,2,Grupo_1
-1.2030192608749322,-4.865017095780303,-0.6594502647011229,-11.749245226656207,-5.442329040215381,-0.4286237050018067,3,Grupo_3,3,Grupo_3
-1.2754200916571297,-8.377593344134462,3.011374842287595,-6.020742807380333,-2.6830089509021366,-9.302333291738538,3,Grupo_3,3,Grupo_3
-0.5058345280316396,0.617730675026146,-1.5768713757051196,-10.095531248908017,-2.0191032599249805,-2.0120376087430385,3,Grupo_3,3,Grupo_3
-8.18722209830212,5.976418275016858,-0.49908647532634465,-0.7451126732605386,-8.714184995834717,5.4861901148347485,1,Grupo_1,2,Grupo_1
