Var_1,Var_2,Var_3,Var_4,Var_5,Var_6,grupo_real_id,grupo_real_nombre,cluster_asignado,grupo_predicho
-9.881744790648721,6.585798129903937,4.461842033225948,6.457587665776943,-12.702603555199913,9.535532320739508,1,Grupo_1,2,Grupo_1
-3.952934172260295,6.059156154843862,-0.6249687327773255,7.865610062077406,-4.681842137756965,9.407436222859504,1,Grupo_1,2,Grupo_1
-4.649702894782299,-0.9018069425325415,1.544834505025581,-8.889424760104356,-7.292509496784646,-4.060304887986439,3,Grupo_3,3,Grupo_3
0.8192831370524525,-3.365326089272828,4.297315136586855,-7.620496318763598,-1.152277855446779,-2.6507920275459864,3,Grupo_3,3,Grupo_3
0.46344877851139143,-0.695614976839364,2.291779947359677,-6.417742769498874,-2.132038933030346,-4.484915843626297,3,Grupo_3,3,Grupo_3
9.499022432246337,-7.845943120472076,-6.510301723619559,-5.2155685355795445,-3.4161290948022884,3.230577501448446,2,Grupo_2,1,Grupo_2
-0.5204049040387788,-6.017990598920904,4.878870172648636,-4.793105026332801,-2.359185363407044,1.8766663341553276,3,Grupo_3,3,Grupo_3
-1.6548076836098515,13.704713226238038,7.015938431693227,0.5309105447847242,-9.125663869522164,-5.650311664509682,0,Grupo_0,0,Grupo_0
-6.133910937453939,4.042974931920187,3.5774752106292973,7.483784854759433,-8.621288812360945,12.125648106204803,1,Grupo_1,2,Grupo_1
-1.9305270749667718,-6.525457026348547,1.2717759542322358,-4.6720705574234,-3.887147227482565,3.844384773748258,3,Grupo_3,3,Grupo_3
-10.513615757771593,10.252817702289102,-0.918133106522776,5.380352298637705,-6.633582381684047,10.600467275112125,1,Grupo_1,2,Grupo_1
-11.210619058698104,11.6919309102876,4.352779145515138,3.5700633378735436,-6.74925974612659,6.6324632622108,1,Grupo_1,2,Grupo_1
-7.608280636654012,6.008435808829752,-3.3610570648139353,6.904333335305148,-10.785403754104962,7.241257633132085,1,Grupo_1,2,Grupo_1
-3.8194186178892315,9.395173308282626,2.5838290052726,4.775746352251911,-6.8791095288557775,-6.9033603961224825,0,Grupo_0,0,Grupo_0
-10.525662803612391,6.315832942836126,7.001183490376011,2.081298293796267,-10.963598321425298,9.030633484662761,1,Grupo_1,2,Grupo_1
-8.756335268107044,5.427284578748529,1.4462984493497575,1.8508686952501479,-7.3628140862719835,11.986320380049268,1,Grupo_1,2,Grupo_1
-7.197128797167111,9.301851326066865,4.239546847311501,3.6515198750668962,-6.3466356205570476,-8.760032922622994,0,Grupo_0,0,Grupo_0
-1.7012783375907965,8.64527966245165,3.4747875815574956,-2.0135879842262567,-5.595626924726979,-8.211861692430725,0,Grupo_0,0,Grupo_0
-3.1271410793542422,7.309325508203825,2.1358288114908124,1.2704189517258446,-2.385410874027464,-5.278002440108422,0,Grupo_0,0,Grupo_0
-3.80013998048441,10.550134067805072,1.0293119444992067,1.4057772047812702,-8.719406079575071,9.614941291775878,1,Grupo_1,2,Grupo_1
-0.8277633700459219,13.76399096543636,4.308294470271668,-0.46315357773587174,-4.111925517933838,-7.181062503159942,0,Grupo_0,0,Grupo_0
0.5894046758075024,-7.110922935339527,1.3472206017301631,-3.0904287724999797,-3.986301704446093,-2.3569818476586675,3,Grupo_3,3,Grupo_3
-3.7867779419282823,-7.557581918449259,2.609009481465853,-7.638263549021499,-3.9386284569953327,-2.7128982322476314,3,Grupo_3,3,Grupo_3
-8.36173877847345,9.676799367417411,-0.5590095239546731,5.156269180787931,-5.065044239751176,8.853082304758951,1,Grupo_1,2,Grupo_1
-10.332103243365115,10.879447569744972,6.369549394358123,6.6085966828753975,-9.37501475767139,7.37753273913757,1,Grupo_1,2,Grupo_1
-1.5081817624864906,-4.727746508388193,2.71486847903857,-10.084391469202677,-4.641130806884407,-0.8112971379433411,3,Grupo_3,3,Grupo_3
-6.1985099202588625,-4.548820935163264,-3.6816362389856057,-6.3256962097306895,-6.605357605002226,-2.2643622468366646,3,Grupo_3,3,Grupo_3
-10.62502944911209,8.62672267803324,2.826496588305426,4.5816010708379595,-12.0761813187174,8.944439137900718,1,Grupo_1,2,Grupo_1
-2.3976758991927616,-5.986173531558328,3.0231693716347214,-8.107518749907697,-2.332674686710148,-5.00026741320727,3,Grupo_3,3,Grupo_3
6.59122642579477,-2.556779866586041,-3.6560008095658163,-9.022862771436468,-5.599630404957937,2.888971540844176,2,Grupo_2,1,Grupo_2
-7.727831938409331,10.076830309838108,3.1886635134894927,7.527015946427779,-8.282683524039506,9.153408927132626,1,Grupo_1,2,Grupo_1
-10.066212124491273,6.611334182074526,1.3818508536257252,3.5577079412439616,-9.742720613734273,10.596800838455046,1,Grupo_1,2,Grupo_1
-2.926992823844886,9.381070344281628,7.656151252498994,-0.06916949352735813,-5.957943918969017,-7.863456624094348,0,Grupo_0,0,Grupo_0
-1.9405477865424268,12.282143013904392,0.6211707498250325,2.4347543302714927,-6.229920205530211,-4.925552413832671,0,Grupo_0,0,Grupo_0
-3.583248872246872,-4.574788441018128,-0.29835265086983087,-6.362683052788509,-4.737790786294319,-2.646398854773602,3,Grupo_3,3,Grupo_3
-0.6326521651178203,-4.094954478447062,4.419100602393426,-5.379920408376607,-4.929772621141288,-1.6607046121054958,3,Grupo_3,3,Grupo_3
5.964529685591534,-5.788893668807948,-5.989505762061017,-6.087341866161517,-2.825140702752796,2.6047274067491006,2,Grupo_2,1,Grupo_2
-1.3201640223294508,-6.642774037293053,-3.4024204332892793,-6.132598556633971,-3.7222390082636085,-4.218200739376588,3,Grupo_3,3,Grupo_3
2.673498239307691,-7.414845530189633,-8.620522973264986,-4.308748057326359,-3.623079705378786,-2.7188488692453117,2,Grupo_2,1,Grupo_2
9.216089361653221,-4.2542739333210875,-2.316531556705818,-5.292343229292966,-6.957396916659663,3.9035699164906066,2,Grupo_2,1,Grupo_2
-1.1414541701276555,8.508804497113587,4.095675828160051,4.720111813908707,-4.8160863186811955,-4.84633550327435,0,Grupo_0,0,Grupo_0
3.910676518901424,-13.694977319424478,-5.665791009995025,-5.603000611226392,-8.141834209825376,-1.9511202320217587,2,Grupo_2,1,Grupo_2
